gnome-bluetooth 3.34.5-2
gnome-menus 3.36.0-1
gnome-themes-extra 3.28+r6+g45b1d457-1
gnu-netcat 0.7.1-8
gnupg 2.2.32-2
gnutls 3.7.2-2
gobble 1.2-1
gobject-introspection-runtime 1.70.0-4
gpa 0.10.0-2
gpart 0.3-4
gpgme 1.16.0-3
gpm 1.20.7.r38.ge82d1a6-4
gpsd 3.23.1-4
gptfdisk 1.0.8-1
graphene 1.10.6-1
graphicsmagick 1.3.37-1
graphite 1:1.3.14-1
graphviz 2.50.0-2
grep 3.7-1
groff 1.22.4-6
grub 2:2.06-3
grub-tools 1.6.6-1
grub2-theme-endeavouros 20211129-1
gsasl 1.10.0-1
gsettings-desktop-schemas 41.0-1
gsfonts 20200910-2
gsl 2.7.1-1
gsm 1.0.19-1
gspell 1.8.4-1
gssdp 1.4.0.1-1
gssproxy 0.8.4-1
gst-libav 1.18.5-1
gst-plugin-pipewire 1:0.3.42-2
gst-plugins-bad 1.18.5-4
gst-plugins-bad-libs 1.18.5-4
gst-plugins-base 1.18.5-1
gst-plugins-base-libs 1.18.5-1
gst-plugins-good 1.18.5-2
gst-plugins-ugly 1.18.5-2
gstreamer 1.18.5-1
gtest 1.11.0-3
gtk-engine-murrine 0.98.2-4
gtk-engines 2.21.0-5
gtk-update-icon-cache 1:4.6.0-1
gtk2 2.24.33-2
gtk3 1:3.24.31-1
gtk3-demos 1:3.24.31-1
gtkmm3 3.24.5-2
gtksourceview3 3.24.11+28+g73e57b57-1
gtksourceview4 4.8.2-1
gts 0.7.6.121130-2
gucharmap 14.0.1-1
guile 2.2.7-2
gulp 4.0.2-3
gupnp 1:1.4.1-1
gupnp-igd 1.2.0-2
gvfs 1.48.1-1
gvfs-afc 1.48.1-1
gvfs-gphoto2 1.48.1-1
gvfs-mtp 1.48.1-1
gvfs-nfs 1.48.1-1
gvfs-smb 1.48.1-1
gzip 1.11-1
harfbuzz 3.2.0-1
harfbuzz-icu 3.2.0-1
haskell-aeson 1.5.6.0-65
haskell-aeson-pretty 0.8.9-15
haskell-ansi-terminal 0.11-193
haskell-appar 0.1.8-12
haskell-asn1-encoding 0.9.6-143
haskell-asn1-parse 0.9.5-143
haskell-asn1-types 0.3.4-122
haskell-assoc 1.0.2-114
haskell-async 2.2.3-96
haskell-attoparsec 0.14.2-4
haskell-base-compat 0.11.2-6
haskell-base-compat-batteries 0.11.2-171
haskell-base-orphans 0.8.5-24
haskell-base16-bytestring 1.0.1.0-79
haskell-base64-bytestring 1.2.1.0-20
haskell-basement 0.0.12-3
haskell-bifunctors 5.5.11-39
haskell-blaze-builder 0.4.2.2-1
haskell-blaze-html 0.9.1.2-143
haskell-blaze-markup 0.8.2.8-49
haskell-byteable 0.1.1-24
haskell-byteorder 1.0.4-23
haskell-case-insensitive 1.2.1.0-122
haskell-cereal 0.5.8.2-1
haskell-citeproc 0.4.1-56
haskell-cmdargs 0.10.21-3
haskell-colour 2.3.6-48
haskell-commonmark 0.2.1-28
haskell-commonmark-extensions 0.2.1.2-35
haskell-commonmark-pandoc 0.2.1.1-35
haskell-comonad 5.0.8-118
haskell-conduit 1.3.4.2-16
haskell-conduit-extra 1.3.5-189
haskell-connection 0.3.1-159
haskell-cookie 0.4.5-11
haskell-cryptonite 0.29-36
haskell-data-default 0.7.1.1-184
haskell-data-default-class 0.1.2.0-23
haskell-data-default-instances-containers 0.0.1-35
haskell-data-default-instances-dlist 0.0.1-197
haskell-data-default-instances-old-locale 0.0.1-35
haskell-data-fix 0.3.2-21
haskell-digest 0.0.1.3-1
haskell-distributive 0.6.2.1-121
haskell-dlist 1.0-120
haskell-doclayout 0.3.0.2-44
haskell-doctemplates 0.10.0.1-15
haskell-emojis 0.1-130
haskell-erf 2.0.0.0-23
haskell-errors 2.3.0-63
haskell-file-embed 0.0.14.0-3
haskell-glob 0.10.2-9
haskell-haddock-library 1.10.0-75
haskell-hashable 1.3.4.1-9
haskell-hourglass 0.2.12-165
haskell-hslua 1.3.0.1-83
haskell-hslua-module-path 0.1.0.1-68
haskell-hslua-module-system 0.2.2.1-139
haskell-hslua-module-text 0.3.0.1-127
haskell-hsyaml 0.2.1.0-135
haskell-http 4000.3.16-103
haskell-http-client 0.7.9-22
haskell-http-client-tls 0.3.5.3-471
haskell-http-types 0.12.3-199
haskell-indexed-traversable 0.1.2-1
haskell-integer-logarithms 1.0.3.1-5
haskell-iproute 1.7.11-47
haskell-ipynb 0.1.0.1-257
haskell-jira-wiki-markup 1.4.0-32
haskell-juicypixels 3.3.6-9
haskell-memory 0.16.0-36
haskell-mime-types 0.1.0.9-13
haskell-mono-traversable 1.0.15.3-16
haskell-network 3.1.2.5-6
haskell-network-uri 2.6.4.1-54
haskell-old-locale 1.0.0.7-29
haskell-old-time 1.1.0.3-29
haskell-pandoc-types 1.22-121
haskell-pem 0.2.4-199
haskell-primitive 0.7.2.0-37
haskell-quickcheck 2.14.2-245
haskell-random 1.2.1-34
haskell-resourcet 1.2.4.3-21
haskell-safe 0.3.19-7
haskell-scientific 0.3.7.0-32
haskell-sha 1.6.4.4-18
haskell-skylighting 0.11-48
haskell-skylighting-core 0.11-50
haskell-socks 0.6.1-146
haskell-split 0.2.3.4-164
haskell-splitmix 0.1.0.4-16
haskell-streaming-commons 0.2.2.2-2
haskell-strict 0.4.0.1-88
haskell-syb 0.7.2.1-94
haskell-tagged 0.8.6.1-4
haskell-tagsoup 0.14.8-145
haskell-temporary 1.3-329
haskell-texmath 0.12.3.1-27
haskell-text-conversions 0.3.1-101
haskell-text-icu 0.7.1.0-4
